id,order_date,supplier_code,supplier_name,item_category_code,item_category_name,item_code,item_name,um,order_number,entered_by_name,indent_number,department,department_name,cost_project,cost_project_name,currency_code,currency_name,exchange_rate,stock_type_name,order_value,order_quantity,bal_qty,rate
23086,2025-09-27 00:00:00,CSK06,Maldonado-Miller,C0039,Bearing,S0M210532,Bearing 2,NOS,PR25Y-01315,KRUSHNA,IR25Y-01195,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,24264.62,4,0,5140.8
23006,2025-09-26 00:00:00,CSH25,"Ross, Merritt and Rodriguez",C0033,Welding Material,S0M150417,Temper Po,KGS,PR25Y-01311,PARMESHWAR TIDK,IR25Y-01189,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,324.51,1,0,275
23154,2025-09-28 00:00:00,CAL07,Robinson-Edwards,SQP,HARDWARE,S0H100397,EN24 Roun,KGS,PR25Y-01319,PARMESHWAR TIDK,IR25Y-01200,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1410,15,15,94
23155,2025-09-28 00:00:00,CAL07,Robinson-Edwards,SQP,HARDWARE,S0H100396,EN24 Roun,KGS,PR25Y-01319,PARMESHWAR TIDK,IR25Y-01200,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,2760,30,30,92
23345,2025-09-30 00:00:00,CEN01,"Ellis, King and Robinson",C0069,Allen Bolt,S0M170421,Allen Bol,NOS,PR25Y-01337,YUVRAJ,IR25Y-01207,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,354.96,100,100,8.13
23321,2025-01-10 00:00:00,CSU08,Fowler PLC,C0019,Daily Consumable,S0M090118,Waste Cot,KGS,PR25Y-01348,YUVRAJ,IR25Y-01230,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,58275,2000,0,27.75
23523,2025-03-10 00:00:00,CSA78,Martinez and Sons,HEX,Hex Nipple,S0M160032,Hex Nippl,NOS,PR25Y-01358,YUVRAJ,IR25Y-01217,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1652.03,50,0,28
23521,2025-03-10 00:00:00,CSA78,Martinez and Sons,HEX,Hex Nipple,S0M160267,Hex Nippl,NOS,PR25Y-01358,YUVRAJ,IR25Y-01217,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,991.22,30,0,28
23522,2025-03-10 00:00:00,CSA78,Martinez and Sons,HEX,Hex Nipple,S0M160030,Hex Nippl,NOS,PR25Y-01358,YUVRAJ,IR25Y-01217,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1180.02,100,27,10
23367,2025-09-30 00:00:00,CMU02,Davis-Jenkins,SS04,Plastic Pipe & fitting,S0M161252,CPVC Elbo,NOS,PR25Y-01331,YUVRAJ,IR25Y-01212,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,115.01,10,0,11.502
23368,2025-09-30 00:00:00,CMU02,Davis-Jenkins,SS04,Plastic Pipe & fitting,S0M160738,Cpvc Ball,NOS,PR25Y-01331,YUVRAJ,IR25Y-01212,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,237.72,2,0,118.854
23369,2025-09-30 00:00:00,CMU02,Davis-Jenkins,SS04,Plastic Pipe & fitting,S0M160526,Cpvc Pipe,NOS,PR25Y-01331,YUVRAJ,IR25Y-01212,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,322.43,1,0,322.42
23370,2025-09-30 00:00:00,CMU02,Davis-Jenkins,SS04,Plastic Pipe & fitting,S0M160527,Cpvc Elbo,NOS,PR25Y-01331,YUVRAJ,IR25Y-01212,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,91.39,4,0,22.842
23514,2025-03-10 00:00:00,CDI02,Lucas Ltd,HEX,Hex Nipple,S0M160020,Hex Nippl,NOS,PR25Y-01359,YUVRAJ,IR25Y-01217,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1734.77,15,0,98
23515,2025-03-10 00:00:00,CDI02,Lucas Ltd,HEX,Hex Nipple,S0M160479,Hex Nippl,NOS,PR25Y-01359,YUVRAJ,IR25Y-01217,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,2360.23,50,50,40
23611,2025-04-10 00:00:00,CSB01,Zhang-Meza,SQP,HARDWARE,S0H100398,Seamless,KGS,PR25Y-01368,PARMESHWAR TIDK,IR25Y-01249,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,47400,300,104,158
23524,2025-03-10 00:00:00,CSA78,Martinez and Sons,HEX,Hex Nipple,S0M160023,Hex Nippl,NOS,PR25Y-01358,YUVRAJ,IR25Y-01217,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,2006.04,100,0,17
23518,2025-03-10 00:00:00,CSA78,Martinez and Sons,HEX,Hex Nipple,S0M160017,Hex Nippl,NOS,PR25Y-01358,YUVRAJ,IR25Y-01217,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1298.03,10,0,110
23520,2025-03-10 00:00:00,CSA78,Martinez and Sons,HEX,Hex Nipple,S0M160162,Hex Nippl,NOS,PR25Y-01358,YUVRAJ,IR25Y-01217,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1003.02,50,0,17
23602,2025-04-10 00:00:00,CDI02,Lucas Ltd,C0071,Hex Nut Bolt W,S0M170485,Nylock Nu,NOS,PR25Y-01370,YUVRAJ,IR25Y-01252,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,377.71,20,0,16
23603,2025-04-10 00:00:00,CDI02,Lucas Ltd,C0071,Hex Nut Bolt W,S0M170426,Nylock Nu,NOS,PR25Y-01370,YUVRAJ,IR25Y-01252,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,944.29,100,0,8
23609,2025-04-10 00:00:00,CPR08,Bell Inc,C0024,General Tool,S0M090966,Key Bar 1,NOS,PR25Y-01372,YUVRAJ,IR25Y-01252,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,2761,6,0,390
23610,2025-04-10 00:00:00,CSA37,"Chan, Hunter and Bowers",C0015,Daily Electricals,S0E140402,LED Surfa,NOS,PR25Y-01374,PARMESHWAR TIDK,IR25Y-01252,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,500,2,0,250
23743,2025-06-10 00:00:00,CST02,Russell LLC,C0044,Gear Box,S0M260009,Beval Gea,NOS,PR25Y-01379,KRUSHNA,IR25Y-01257,DEP24,MACHINE SH,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,113280,8,8,12000
23744,2025-06-10 00:00:00,CST02,Russell LLC,C0071,Hex Nut Bolt W,S0M120012,HT Lock B,NOS,PR25Y-01379,KRUSHNA,IR25Y-01257,DEP24,MACHINE SH,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,21830,10,10,1850
23856,2025-10-10 00:00:00,CSS02,Clark Group,C0041,Hyd Valve Spare,S0M230725,Pneumatic,NOS,PR25Y-01406,KRUSHNA,IR25Y-01284,DEP26,MAINTENANC,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,6230.37,4,0,1320
23858,2025-10-10 00:00:00,CSS02,Clark Group,C0041,Hyd Valve Spare,S0M230563,FRL Unit,NOS,PR25Y-01406,KRUSHNA,IR25Y-01277,DEP26,MAINTENANC,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,10464.54,3,0,4223
23857,2025-10-10 00:00:00,CSS02,Clark Group,C0041,Hyd Valve Spare,S0M230194,Double So,NOS,PR25Y-01406,KRUSHNA,IR25Y-01277,DEP26,MAINTENANC,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,24038.59,3,0,7148
23855,2025-10-10 00:00:00,CSS02,Clark Group,C0041,Hyd Valve Spare,S0M230093,Quick Exh,NOS,PR25Y-01406,KRUSHNA,IR25Y-01277,DEP26,MAINTENANC,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,16425.5,12,1,1160
24082,2025-10-13 00:00:00,CNR01,Trujillo Inc,C0027,General,S0M090321,Binding W,KGS,PR25Y-01430,YUVRAJ,IR25Y-01304,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,3302466,60000,900,46.645
23887,2025-12-10 00:00:00,CPR08,Bell Inc,C0019,Daily Consumable,S0M010035,M Seal 10,NOS,PR25Y-01420,YUVRAJ,IR25Y-01274,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,2478.35,100,0,21
23888,2025-12-10 00:00:00,CPR08,Bell Inc,C0019,Daily Consumable,S0M010009,Cell Penc,NOS,PR25Y-01420,YUVRAJ,IR25Y-01274,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,442.56,50,0,7.5
23897,2025-12-10 00:00:00,CSH25,"Ross, Merritt and Rodriguez",C0019,Daily Consumable,S0M090009,Line Dori,BUD,PR25Y-01419,YUVRAJ,IR25Y-01274,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,156.79,20,0,7
24135,2025-10-15 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M090634,Polythene,NOS,PR25Y-01437,PARMESHWAR TIDK,IR25Y-01312,CUTBE,Garment/textile technologist,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,60,1,0,60
24125,2025-10-14 00:00:00,CSH16,"Wood, Walker and Ross",C0052,Lab Mechanical,S0M290052,Victaulic,NOS,PR25Y-01432,KRUSHNA,IR25Y-01306,DEP31,Prison officer,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,6018,6,0,850
24098,2025-10-13 00:00:00,CTS03,Wells-Smith,C0027,General,S0M091583,Loctite G,NOS,PR25Y-01429,YUVRAJ,IR25Y-01296,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,8260.29,25,0,280
24099,2025-10-13 00:00:00,CTS03,Wells-Smith,C0027,General,S0M090320,Locktite,NOS,PR25Y-01429,YUVRAJ,IR25Y-01296,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,3209.71,4,0,680
23900,2025-12-10 00:00:00,CSHB4,Harris-Powell,C0019,Daily Consumable,S0M010194,WD-40 Spr,NOS,PR25Y-01418,YUVRAJ,IR25Y-01274,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,4130,25,6,140
24140,2025-10-15 00:00:00,CKA54,Parker-Chavez,C0019,Daily Consumable,S0M090176,Plastic T,KGS,PR25Y-01436,YUVRAJ,IR25Y-01311,DEP22,"Teacher, English as a foreign language",MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,19824,140,3.8,120
24186,2025-10-18 00:00:00,CEN01,"Ellis, King and Robinson",C0071,Hex Nut Bolt W,S0M170636,HT Stud B,NOS,PR25Y-01461,YUVRAJ,IR25Y-01342,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,4248,100,100,36
24187,2025-10-18 00:00:00,CEN01,"Ellis, King and Robinson",C0071,Hex Nut Bolt W,S0M170336,Stud Bolt,NOS,PR25Y-01461,YUVRAJ,IR25Y-01342,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,3245,50,50,55
24159,2025-10-16 00:00:00,CKE04,Gibbs-Jackson,C0054,Oil & Grease,S0O020103,Grease La,KGS,PR25Y-01443,PARMESHWAR TIDK,IR25Y-01318,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,78588,360,0,185
24139,2025-10-15 00:00:00,CGE05,Lozano PLC,C0027,General,S0M092624,Pedal Pla,NOS,PR25Y-01439,YUVRAJ,IR25Y-01313,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,888,6,0,125.42
24152,2025-10-16 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M091269,Water Jar,NOS,PR25Y-01445,PARMESHWAR TIDK,IR25Y-01320,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Capital,300,2,0,150
24083,2025-10-13 00:00:00,CNR01,Trujillo Inc,C0027,General,S0M090078,Binding W,KGS,PR25Y-01430,YUVRAJ,IR25Y-01304,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,3122280,60000,24410,44.1
24477,2025-10-17 00:00:00,CIM03,"Martin, Garcia and Buckley",SS04,Plastic Pipe & fitting,S0M161310,Water Tan,NOS,PR25Y-01453,YUVRAJ,IR25Y-01330,DEP18,Call centre manager,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,20060,1,1,17000
24229,2025-10-19 00:00:00,CEN01,"Ellis, King and Robinson",C0069,Allen Bolt,S0M170053,Allen Bol,NOS,PR25Y-01472,YUVRAJ,IR25Y-01327,DEP16,"Pharmacist, community",MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,654.87,200,200,7.5
24232,2025-10-19 00:00:00,CEN01,"Ellis, King and Robinson",C0069,Allen Bolt,S0M170011,Allen Bol,NOS,PR25Y-01472,YUVRAJ,IR25Y-01327,DEP16,"Pharmacist, community",MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1085.79,100,100,24.87
24574,2025-10-20 00:00:00,CDI02,Lucas Ltd,C0024,General Tool,S0M060388,Ratchet H,NOS,PR25Y-01479,YUVRAJ,IR25Y-01327,DEP16,"Pharmacist, community",MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1608.36,1,1,1363
24478,2025-10-17 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210519,Bearing 3,NOS,PR25Y-01455,KRUSHNA,IR25Y-01334,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1183.54,3,3,597
24479,2025-10-17 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210792,Bearing 2,NOS,PR25Y-01455,KRUSHNA,IR25Y-01335,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,10947.23,2,2,9277
24480,2025-10-17 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M210724,Bearing 6,NOS,PR25Y-01455,KRUSHNA,IR25Y-01334,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,883.23,4,4,460
24573,2025-10-20 00:00:00,CDI02,Lucas Ltd,C0024,General Tool,S0M060170,Filler Ga,NOS,PR25Y-01479,YUVRAJ,IR25Y-01327,DEP16,"Pharmacist, community",MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,625.41,1,1,530
24576,2025-10-20 00:00:00,CDI02,Lucas Ltd,C0024,General Tool,S0M061191,Tap set 2,NOS,PR25Y-01479,YUVRAJ,IR25Y-01327,DEP16,"Pharmacist, community",MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,6832.28,1,1,5790
24577,2025-10-20 00:00:00,CDI02,Lucas Ltd,C0024,General Tool,S0M060417,Ratchet H,NOS,PR25Y-01479,YUVRAJ,IR25Y-01327,DEP16,"Pharmacist, community",MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,667.89,1,1,566
24596,2025-10-20 00:00:00,CMA96,Boyd-Smith,C0071,Hex Nut Bolt W,S0M171015,Dowty Was,NOS,PR25Y-01481,YUVRAJ,IR25Y-01355,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,265.51,25,25,9
24599,2025-10-20 00:00:00,CMA96,Boyd-Smith,C0071,Hex Nut Bolt W,S0M171014,Dowty Was,NOS,PR25Y-01481,YUVRAJ,IR25Y-01355,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,177.01,25,25,6
24601,2025-10-20 00:00:00,CMA96,Boyd-Smith,C0019,Daily Consumable,S0M010145,Dowty Was,NOS,PR25Y-01481,YUVRAJ,IR25Y-01355,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,354.01,50,50,6
24598,2025-10-20 00:00:00,CMA96,Boyd-Smith,C0026,Guide Shop,S0M091163,Copper Wa,NOS,PR25Y-01481,YUVRAJ,IR25Y-01355,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,708.02,100,100,6
24602,2025-10-20 00:00:00,CMU02,Davis-Jenkins,SS04,Plastic Pipe & fitting,S0M160992,SWR Bend,NOS,PR25Y-01477,PARMESHWAR TIDK,IR25Y-01354,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,558,6,0,92.95
25269,2025-10-28 00:00:00,CMA96,Boyd-Smith,C0028,Hyd Hose Pipe,S0M100779,Hyd Hose,NOS,PR25Y-01520,YUVRAJ,IR25Y-01378,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,11328,3,3,3200
25180,2025-10-25 00:00:00,CVE06,"Keller, Mcclain and Neal",C0027,General,S0M090452,Rubber Sh,KGS,PR25Y-01499,ABHIJEET,IR25Y-01366,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1534,20,20,65
25256,2025-10-27 00:00:00,CWO01,Rogers Ltd,PM,Plant & Machinery,S0A010652,Office Ch,NOS,PR25Y-01512,YUVRAJ,IR25Y-01382,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Capital,3835,1,0,3250
25272,2025-10-28 00:00:00,CSK06,Maldonado-Miller,C0039,Bearing,S0M210098,Bearing 3,NOS,PR25Y-01525,KRUSHNA,IR25Y-01394,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,72258.65,50,0,1224.72
25271,2025-10-28 00:00:00,CSK06,Maldonado-Miller,C0039,Bearing,S0M211003,Bearing 6,NOS,PR25Y-01525,KRUSHNA,IR25Y-01394,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,9373.35,3,0,3124.44
25647,2025-08-11 00:00:00,CGA07,Howard-Nelson,C0071,Hex Nut Bolt W,S0M171324,SS Bolt 1,NOS,PR25Y-01594,YUVRAJ,IR25Y-01455,DEP24,MACHINE SH,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1829.12,50,50,31
25663,2025-09-11 00:00:00,CDI02,Lucas Ltd,C0019,Daily Consumable,S0M010078,PadLock 5,NOS,PR25Y-01600,YUVRAJ,IR25Y-01460,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,495.61,10,10,42
25664,2025-09-11 00:00:00,CDI02,Lucas Ltd,C0019,Daily Consumable,S0M010064,Teflon Ta,NOS,PR25Y-01600,YUVRAJ,IR25Y-01460,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,383.51,50,50,6.5
25655,2025-08-11 00:00:00,CSK06,Maldonado-Miller,C0039,Bearing,S0M210311,Bearing S,NOS,PR25Y-01596,KRUSHNA,IR25Y-01457,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,193958.7,4,0,41092.92
25656,2025-08-11 00:00:00,CSK06,Maldonado-Miller,C0039,Bearing,S0M210140,Bearing 6,NOS,PR25Y-01596,KRUSHNA,IR25Y-01457,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,507591.3,6,0,71693.64
25648,2025-08-11 00:00:00,CGA07,Howard-Nelson,C0071,Hex Nut Bolt W,S0M171288,SS Nut 16,NOS,PR25Y-01594,YUVRAJ,IR25Y-01455,DEP24,MACHINE SH,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,362.88,50,50,6.15
25671,2025-09-11 00:00:00,CPR08,Bell Inc,C0019,Daily Consumable,S0M010040,Measureme,NOS,PR25Y-01602,YUVRAJ,IR25Y-01460,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1132.8,30,30,32
25674,2025-09-11 00:00:00,CPR08,Bell Inc,C0019,Daily Consumable,S0M010041,Measureme,NOS,PR25Y-01602,YUVRAJ,IR25Y-01460,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1699.2,30,30,48
25653,2025-08-11 00:00:00,CSH25,"Ross, Merritt and Rodriguez",C0007,Motor,S0M171496,CSK Bolt,NOS,PR25Y-01595,YUVRAJ,IR25Y-01455,DEP24,MACHINE SH,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1600,100,100,16
25679,2025-09-11 00:00:00,CSH25,"Ross, Merritt and Rodriguez",C0019,Daily Consumable,S0M010028,Hexa Blad,NOS,PR25Y-01601,YUVRAJ,IR25Y-01460,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,200.6,50,50,3.4
19556,2025-07-04 00:00:00,CUN08,"Garcia, Sims and Rivas",C0039,Bearing,S0M162594,Hyd Tee w,NOS,PR25Y-00061,KRUSHNA,IR25Y-00054,DEP26,MAINTENANC,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,5737.82,20,0,393
22773,2025-09-24 00:00:00,CUN08,"Garcia, Sims and Rivas",C0042,Pressure & Temp Gauge,S0M240247,Pressure,NOS,PR25Y-01282,KRUSHNA,IR25Y-01168,DEP26,MAINTENANC,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,10400.68,4,4,3390
22774,2025-09-24 00:00:00,CUN08,"Garcia, Sims and Rivas",C0041,Hyd Valve Spare,S0M230723,Pressure,NOS,PR25Y-01282,KRUSHNA,IR25Y-01146,DEP26,MAINTENANC,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,3731.32,1,1,4975
17868,2025-08-25 00:00:00,CAM01,Mitchell-Rosales,SQP,HARDWARE,S0H020006,Gun Metal,KGS,PR25Y-01032,KRUSHNA,IR25Y-00935,DEP24,MACHINE SH,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,36816,40,4.6,780
15415,2025-03-05 00:00:00,CPA17,"Trujillo, Nunez and Thomas",C0015,Daily Electricals,S0E140134,Cooler PV,NOS,PR25Y-00254,PARMESHWAR TIDK,IR25Y-00223,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,100,1,0,100
15930,2025-11-08 00:00:00,CEN01,"Ellis, King and Robinson",C0071,Hex Nut Bolt W,S0M171170,HT Nut 20,NOS,PR25Y-00925,YUVRAJ,IR25Y-00814,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1579.19,100,0,36.17
15931,2025-11-08 00:00:00,CEN01,"Ellis, King and Robinson",C0071,Hex Nut Bolt W,S0M170343,HT Bolt 1,NOS,PR25Y-00925,YUVRAJ,IR25Y-00814,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,818.18,100,0,18.74
15937,2025-11-08 00:00:00,CEN01,"Ellis, King and Robinson",C0069,Allen Bolt,S0M170017,Allen Bol,NOS,PR25Y-00925,YUVRAJ,IR25Y-00814,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1917.5,50,0,32.5
15939,2025-11-08 00:00:00,CEN01,"Ellis, King and Robinson",C0071,Hex Nut Bolt W,S0M170216,HT Bolt 1,NOS,PR25Y-00925,YUVRAJ,IR25Y-00814,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,436.97,100,0,11.81
15942,2025-11-08 00:00:00,CEN01,"Ellis, King and Robinson",C0071,Hex Nut Bolt W,S0M170623,Ht Bolt 2,NOS,PR25Y-00925,YUVRAJ,IR25Y-00814,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,661.75,10,0,151.57
15943,2025-11-08 00:00:00,CEN01,"Ellis, King and Robinson",C0069,Allen Bolt,S0M170064,Allen Bol,NOS,PR25Y-00925,YUVRAJ,IR25Y-00814,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,826,50,0,14
15944,2025-11-08 00:00:00,CEN01,"Ellis, King and Robinson",C0069,Allen Bolt,S0M170461,Allen Bol,NOS,PR25Y-00925,YUVRAJ,IR25Y-00814,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,2183,50,0,37
15936,2025-11-08 00:00:00,CEN01,"Ellis, King and Robinson",C0069,Allen Bolt,S0M170015,Allen Bol,NOS,PR25Y-00925,YUVRAJ,IR25Y-00814,DEP20,KALIKA ROL,MAN20,Project Down-sized asymmetric frame,INR,INDIAN RUPEE,      1.00000,Revenue,1357.39,100,0,31.09
