id,grn_date,supplier_code,supplier_name,item_ctag_code,item_ctag_name,item_code,item_name,um,stock_type_name,grn_number,purchase_order_number,department,department_name,indent_number,currency_code,exchange_rate,cost_project,cost_project_name,currency_name,challan_qty,rate,net_amount
17257,2025-09-26 00:00:00,CEN01,Newman and Sons,C0069,Allen Bolt,S0M171454,Allen Bol,NOS,Revenue,GR25Y-01501,PR25Y-01285,DEP20,KALIKA ROLLING,IR25Y-01158,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,70,196.78,5096.6
17303,2025-09-27 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170898,HT Bolt 1,NOS,Revenue,GR25Y-01505,PR25Y-01273,DEP20,KALIKA ROLLING,IR25Y-01158,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,50,86.42,1598.77
17302,2025-09-27 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M171358,SS Nut 18,NOS,Revenue,GR25Y-01505,PR25Y-01273,DEP20,KALIKA ROLLING,IR25Y-01158,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,24,60.06,533.33
17301,2025-09-27 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170844,CSK Bolt,NOS,Revenue,GR25Y-01505,PR25Y-01273,DEP20,KALIKA ROLLING,IR25Y-01158,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,30,7.62,84.58
17309,2025-09-27 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150417,Temper Po,KGS,Revenue,GR25Y-01508,PR25Y-01311,DEP20,KALIKA ROLLING,IR25Y-01189,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,275,275
17372,2025-09-29 00:00:00,CKG01,Bailey-Cook,C0028,Hyd Hose Pipe,S0M100404,Hyd Hose,NOS,Revenue,GR25Y-01515,PR25Y-01306,DEP20,KALIKA ROLLING,IR25Y-01144,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,15,480,7200
17297,2025-09-27 00:00:00,CEN01,Newman and Sons,C0069,Allen Bolt,S0M170478,Allen Bol,NOS,Revenue,GR25Y-01505,PR25Y-01273,DEP20,KALIKA ROLLING,IR25Y-01158,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,12.96,1296
17295,2025-09-27 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M171478,Nylock Nu,NOS,Revenue,GR25Y-01505,PR25Y-01273,DEP20,KALIKA ROLLING,IR25Y-01158,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,1,100
17294,2025-09-27 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M171480,SS Bolt 1,NOS,Revenue,GR25Y-01505,PR25Y-01273,DEP20,KALIKA ROLLING,IR25Y-01158,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,24,211.26,1875.99
17366,2025-09-29 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170826,HT Bolt 2,NOS,Revenue,GR25Y-01516,PR25Y-00925,DEP20,KALIKA ROLLING,IR25Y-00814,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,19,192.43,1352.78
17304,2025-09-27 00:00:00,CKG01,Bailey-Cook,C0028,Hyd Hose Pipe,S0M100903,Hyd Hose,NOS,Revenue,GR25Y-01509,PR25Y-01313,DEP40,Video editor,IR25Y-01191,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,1950,1950
17305,2025-09-27 00:00:00,CKG01,Bailey-Cook,C0028,Hyd Hose Pipe,S0M100397,Hyd Hose,NOS,Revenue,GR25Y-01509,PR25Y-01313,DEP40,Video editor,IR25Y-01191,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,3100,3100
17314,2025-09-27 00:00:00,CSK06,Hayes-Bowers,C0039,Bearing,S0M210262,Bearing B,NOS,Revenue,GR25Y-01504,PR25Y-01315,DEP20,KALIKA ROLLING,IR25Y-01195,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,8,1874.88,14999.04
17313,2025-09-27 00:00:00,CSK06,Hayes-Bowers,C0039,Bearing,S0M210532,Bearing 2,NOS,Revenue,GR25Y-01503,PR25Y-01315,DEP20,KALIKA ROLLING,IR25Y-01195,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,4,5140.8,20563.2
17315,2025-09-27 00:00:00,CSK06,Hayes-Bowers,C0039,Bearing,S0M210372,Bearing 5,NOS,Revenue,GR25Y-01503,PR25Y-01315,DEP20,KALIKA ROLLING,IR25Y-01195,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,1913.76,3827.52
17419,2025-01-10 00:00:00,CMU02,"Copeland, Lopez and Williams",C0034,Pipe Line Fitting,S0M162513,Cpvc Fix,NOS,Revenue,GR25Y-01536,PR25Y-01331,DEP20,KALIKA ROLLING,IR25Y-01212,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,6,7,35.59
17420,2025-01-10 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M160733,Cpvc Pipe,FET,Revenue,GR25Y-01536,PR25Y-01331,DEP20,KALIKA ROLLING,IR25Y-01212,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,120,21.315,2167.74
17414,2025-01-10 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M161252,CPVC Elbo,NOS,Revenue,GR25Y-01536,PR25Y-01331,DEP20,KALIKA ROLLING,IR25Y-01212,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,10,11.502,97.48
17423,2025-01-10 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M160738,Cpvc Ball,NOS,Revenue,GR25Y-01536,PR25Y-01331,DEP20,KALIKA ROLLING,IR25Y-01212,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,118.854,201.46
17467,2025-02-10 00:00:00,CMA10,Davis-Gonzalez,C0027,General,S0M090759,Chair Hyd,NOS,Revenue,GR25Y-01542,PR25Y-01288,DEP39,Estate manager/land agent,IR25Y-01175,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,4237.29,4237.29
17496,2025-04-10 00:00:00,CAD01,Snyder-Vasquez,SQP,HARDWARE,S0H020123,SS Round,KGS,Revenue,GR25Y-01550,PR25Y-01329,DEP18,Call centre manager,IR25Y-01213,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,4.75,200,950
17505,2025-04-10 00:00:00,CPR08,"Williams, Lawson and Ford",C0024,General Tool,S0M090966,Key Bar 1,NOS,Revenue,GR25Y-01552,PR25Y-01372,DEP20,KALIKA ROLLING,IR25Y-01252,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,6,390,2340
17500,2025-04-10 00:00:00,CDI02,"Taylor, Leach and Baker",C0071,Hex Nut Bolt W,S0M170485,Nylock Nu,NOS,Revenue,GR25Y-01560,PR25Y-01370,DEP20,KALIKA ROLLING,IR25Y-01252,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,13,16,208
17501,2025-04-10 00:00:00,CDI02,"Taylor, Leach and Baker",C0071,Hex Nut Bolt W,S0M170426,Nylock Nu,NOS,Revenue,GR25Y-01560,PR25Y-01370,DEP20,KALIKA ROLLING,IR25Y-01252,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,30,8,240
17426,2025-01-10 00:00:00,CSHB4,"Miller, Hernandez and Turner",C0019,Daily Consumable,S0M010068,Wheel - F,NOS,Revenue,GR25Y-01530,PR25Y-01297,DEP20,KALIKA ROLLING,IR25Y-01183,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,21,2100
17421,2025-01-10 00:00:00,CMU02,"Copeland, Lopez and Williams",C0034,Pipe Line Fitting,S0M090010,Bund Plug,NOS,Revenue,GR25Y-01536,PR25Y-01331,DEP20,KALIKA ROLLING,IR25Y-01212,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,30,50.85
17415,2025-01-10 00:00:00,CMU02,"Copeland, Lopez and Williams",C0034,Pipe Line Fitting,S0M161454,PVC Long,NOS,Revenue,GR25Y-01536,PR25Y-01331,DEP20,KALIKA ROLLING,IR25Y-01212,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,5,8.47
17424,2025-01-10 00:00:00,CMU02,"Copeland, Lopez and Williams",C0034,Pipe Line Fitting,S0M162514,Cpvc Fix,NOS,Revenue,GR25Y-01536,PR25Y-01331,DEP20,KALIKA ROLLING,IR25Y-01212,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,12,5,50.85
17532,2025-05-10 00:00:00,CSU08,Simmons-Reid,C0019,Daily Consumable,S0M090118,Waste Cot,KGS,Revenue,GR25Y-01569,PR25Y-01348,DEP20,KALIKA ROLLING,IR25Y-01230,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1000,27.75,27750
17507,2025-04-10 00:00:00,CSU08,Simmons-Reid,C0019,Daily Consumable,S0M090118,Waste Cot,KGS,Revenue,GR25Y-01554,PR25Y-01348,DEP20,KALIKA ROLLING,IR25Y-01230,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,500,27.75,13875
17562,2025-06-10 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170797,HT Bolt 8,NOS,Revenue,GR25Y-01574,PR25Y-01337,DEP20,KALIKA ROLLING,IR25Y-01207,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,50,15.41,285.08
17643,2025-07-10 00:00:00,CSA37,Burns LLC,C0015,Daily Electricals,S0E140402,LED Surfa,NOS,Revenue,GR25Y-01578,PR25Y-01374,DEP20,KALIKA ROLLING,IR25Y-01252,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,250,423.75
17630,2025-07-10 00:00:00,CLU01,"Padilla, Rasmussen and Branch",C0041,Hyd Valve Spare,S0A011056,High Pres,NOS,Capital,GR25Y-01580,PR25Y-00813,DEP20,KALIKA ROLLING,IR25Y-00733,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,89750,76287.5
17695,2025-08-10 00:00:00,CSA78,Torres-Hebert,HEX,Hex Nipple,S0M160374,Hex Nippl,NOS,Revenue,GR25Y-01592,PR25Y-01358,DEP20,KALIKA ROLLING,IR25Y-01217,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,20,43,860
17696,2025-08-10 00:00:00,CSA78,Torres-Hebert,HEX,Hex Nipple,S0M160030,Hex Nippl,NOS,Revenue,GR25Y-01592,PR25Y-01358,DEP20,KALIKA ROLLING,IR25Y-01217,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,73,10,730
17700,2025-08-10 00:00:00,CSA78,Torres-Hebert,HEX,Hex Nipple,S0M160267,Hex Nippl,NOS,Revenue,GR25Y-01592,PR25Y-01358,DEP20,KALIKA ROLLING,IR25Y-01217,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,30,28,840
17557,2025-06-10 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170318,Spring Wa,NOS,Revenue,GR25Y-01574,PR25Y-01337,DEP20,KALIKA ROLLING,IR25Y-01207,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,200,1.2,240
17583,2025-06-10 00:00:00,CSU08,Simmons-Reid,C0019,Daily Consumable,S0M090118,Waste Cot,KGS,Revenue,GR25Y-01575,PR25Y-01348,DEP20,KALIKA ROLLING,IR25Y-01230,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,500,27.75,13875
17760,2025-10-10 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170115,Grub Bolt,NOS,Revenue,GR25Y-01614,PR25Y-01169,DEP20,KALIKA ROLLING,IR25Y-01029,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,4.71,174.27
17759,2025-10-10 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170099,Grub Bolt,NOS,Revenue,GR25Y-01614,PR25Y-01169,DEP20,KALIKA ROLLING,IR25Y-01029,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,7.92,293.04
17761,2025-10-10 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170564,HT Bolt 1,NOS,Revenue,GR25Y-01613,PR25Y-01337,DEP20,KALIKA ROLLING,IR25Y-01207,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,5,93.95,173.81
17925,2025-10-16 00:00:00,CKA54,Gardner-Smith,C0019,Daily Consumable,S0M090176,Plastic T,KGS,Revenue,GR25Y-01666,PR25Y-01436,DEP22,"Teacher, English as a foreign language",IR25Y-01311,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,136.2,120,16344
17919,2025-10-15 00:00:00,CKG01,Bailey-Cook,C0028,Hyd Hose Pipe,S0M100910,Hyd Hose,NOS,Revenue,GR25Y-01656,PR25Y-01424,DEP20,KALIKA ROLLING,IR25Y-01301,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,1950,1950
17928,2025-10-16 00:00:00,CNR01,"Sosa, Hartman and Gutierrez",C0027,General,S0M090078,Binding W,KGS,Revenue,GR25Y-01668,PR25Y-01430,DEP20,KALIKA ROLLING,IR25Y-01304,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,10620,44.1,468342
17927,2025-10-16 00:00:00,CNR01,"Sosa, Hartman and Gutierrez",C0027,General,S0M090321,Binding W,KGS,Revenue,GR25Y-01668,PR25Y-01430,DEP20,KALIKA ROLLING,IR25Y-01304,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,24250,46.645,1131141.25
17923,2025-10-16 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0027,General,S0M091269,Water Jar,NOS,Capital,GR25Y-01665,PR25Y-01445,DEP20,KALIKA ROLLING,IR25Y-01320,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,150,300
17940,2025-10-18 00:00:00,CMA23,"Phelps, Drake and Morris",C0027,General,S0M092624,Pedal Pla,NOS,Revenue,GR25Y-01687,PR25Y-01439,DEP20,KALIKA ROLLING,IR25Y-01313,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,6,125.42,752.52
17943,2025-10-18 00:00:00,CSK06,Hayes-Bowers,C0039,Bearing,S0M210301,Bearing R,NOS,Revenue,GR25Y-01679,PR25Y-01468,DEP20,KALIKA ROLLING,IR25Y-01346,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,87745.68,87745.68
17946,2025-10-18 00:00:00,CSK06,Hayes-Bowers,C0039,Bearing,S0M210301,Bearing R,NOS,Revenue,GR25Y-01680,PR25Y-01468,DEP20,KALIKA ROLLING,IR25Y-01346,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,87745.68,87745.68
17921,2025-10-15 00:00:00,CSB01,Zhang-Meza,SQP,HARDWARE,S0H100398,Seamless,KGS,Revenue,GR25Y-01660,PR25Y-01368,DEP20,KALIKA ROLLING,IR25Y-01249,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,196,158,30968
18197,2025-10-13 00:00:00,CSHB4,"Miller, Hernandez and Turner",C0019,Daily Consumable,S0M010003,Anabond 6,NOS,Revenue,GR25Y-01643,PR25Y-01418,DEP20,KALIKA ROLLING,IR25Y-01296,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,30,122,3660
18208,2025-10-14 00:00:00,CPR08,"Williams, Lawson and Ford",C0019,Daily Consumable,S0M010035,M Seal 10,NOS,Revenue,GR25Y-01645,PR25Y-01420,DEP20,KALIKA ROLLING,IR25Y-01274,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,21,2100
18206,2025-10-14 00:00:00,CPR08,"Williams, Lawson and Ford",C0019,Daily Consumable,S0M010009,Cell Penc,NOS,Revenue,GR25Y-01645,PR25Y-01420,DEP20,KALIKA ROLLING,IR25Y-01274,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,50,7.5,375
18249,2025-10-17 00:00:00,CNR01,"Sosa, Hartman and Gutierrez",C0027,General,S0M090321,Binding W,KGS,Revenue,GR25Y-01670,PR25Y-01430,DEP20,KALIKA ROLLING,IR25Y-01304,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,34850,46.645,1625578.25
17932,2025-10-16 00:00:00,CSH16,"Peterson, Colon and Ryan",C0052,Lab Mechanical,S0M290052,Victaulic,NOS,Revenue,GR25Y-01662,PR25Y-01432,DEP31,Prison officer,IR25Y-01306,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,6,850,5100
18218,2025-10-14 00:00:00,CTS03,Wells-Smith,C0027,General,S0M091583,Loctite G,NOS,Revenue,GR25Y-01650,PR25Y-01429,DEP20,KALIKA ROLLING,IR25Y-01296,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,25,280,7000
18217,2025-10-14 00:00:00,CTS03,Wells-Smith,C0027,General,S0M090320,Locktite,NOS,Revenue,GR25Y-01650,PR25Y-01429,DEP20,KALIKA ROLLING,IR25Y-01296,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,4,680,2720
18212,2025-10-14 00:00:00,CSS02,Thomas PLC,C0041,Hyd Valve Spare,S0M230093,Quick Exh,NOS,Revenue,GR25Y-01646,PR25Y-01406,DEP26,"Surveyor, building",IR25Y-01277,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,11,1160,12760
18202,2025-10-13 00:00:00,CSHB4,"Miller, Hernandez and Turner",C0019,Daily Consumable,S0M010194,WD-40 Spr,NOS,Revenue,GR25Y-01643,PR25Y-01418,DEP20,KALIKA ROLLING,IR25Y-01274,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,19,140,2660
18201,2025-10-13 00:00:00,CSHB4,"Miller, Hernandez and Turner",C0019,Daily Consumable,S0M010016,Fevi Quic,NOS,Revenue,GR25Y-01643,PR25Y-01418,DEP20,KALIKA ROLLING,IR25Y-01274,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,50,3.8,190
18211,2025-10-14 00:00:00,CSS02,Thomas PLC,C0041,Hyd Valve Spare,S0M230194,Double So,NOS,Revenue,GR25Y-01646,PR25Y-01406,DEP26,"Surveyor, building",IR25Y-01277,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,3,7148,20371.8
18214,2025-10-14 00:00:00,CSS02,Thomas PLC,C0041,Hyd Valve Spare,S0M230563,FRL Unit,NOS,Revenue,GR25Y-01646,PR25Y-01406,DEP26,"Surveyor, building",IR25Y-01277,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,3,4223,8868.3
18662,2025-10-25 00:00:00,CEN01,Newman and Sons,C0069,Allen Bolt,S0M170053,Allen Bol,NOS,Revenue,GR25Y-01714,PR25Y-01472,DEP16,"Pharmacist, community",IR25Y-01327,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,200,7.5,555
18298,2025-10-20 00:00:00,CNR01,"Sosa, Hartman and Gutierrez",C0027,General,S0M090078,Binding W,KGS,Revenue,GR25Y-01694,PR25Y-01430,DEP20,KALIKA ROLLING,IR25Y-01304,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,24970,44.1,1101177
18638,2025-10-22 00:00:00,CSY02,Rogers and Sons,PM,Plant & Machinery,S0A011059,IOT Dashb,SET,Capital,GR25Y-01705,PR25Y-01070,DEP20,KALIKA ROLLING,IR25Y-00976,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,0,0
18297,2025-10-20 00:00:00,CMU02,"Copeland, Lopez and Williams",SS04,Plastic Pipe & fitti,S0M160992,SWR Bend,NOS,Revenue,GR25Y-01696,PR25Y-01477,DEP20,KALIKA ROLLING,IR25Y-01354,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,6,92.95,472.65
18791,2025-10-28 00:00:00,CCH18,Smith and Sons,C0027,General,S0M290105,Seals 32m,NOS,Revenue,AT25Y-00024,  ,DEP22,"Teacher, English as a foreign language",  ,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,500,0,0
18764,2025-10-27 00:00:00,CSH25,Maxwell and Sons,C0033,Welding Material,S0M150038,Welding H,NOS,Revenue,GR25Y-01732,PR25Y-01503,DEP13,Private music teacher,IR25Y-00996,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,15,225,3375
18794,2025-10-28 00:00:00,CDI02,"Taylor, Leach and Baker",HEX,Hex Nipple,S0M160031,Hex Nippl,NOS,Revenue,GR25Y-01740,PR25Y-01479,DEP16,"Pharmacist, community",IR25Y-01327,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,200,13.5,2700
18792,2025-10-28 00:00:00,CDI02,"Taylor, Leach and Baker",HEX,Hex Nipple,S0M160023,Hex Nippl,NOS,Revenue,GR25Y-01740,PR25Y-01479,DEP16,"Pharmacist, community",IR25Y-01327,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,19.5,1950
18798,2025-10-28 00:00:00,CIM03,"Martin, Garcia and Buckley",SS04,Plastic Pipe & fitti,S0M161310,Water Tan,NOS,Revenue,GR25Y-01747,PR25Y-01453,DEP18,Call centre manager,IR25Y-01330,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,17000,17000
18766,2025-10-27 00:00:00,CWO01,"Taylor, Mcdonald and Castillo",PM,Plant & Machinery,S0A010652,Office Ch,NOS,Capital,GR25Y-01734,PR25Y-01512,DEP20,KALIKA ROLLING,IR25Y-01382,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,3250,3250
18790,2025-10-28 00:00:00,CCA06,"Fischer, Sanchez and Warner",C0024,General Tool,S0M060151,Sickal (k,NOS,Revenue,GR25Y-01739,PR25Y-01519,DEP20,KALIKA ROLLING,IR25Y-01389,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,100,200
18750,2025-10-27 00:00:00,CDI02,"Taylor, Leach and Baker",C0024,General Tool,S0M060025,Drill Bea,NOS,Revenue,GR25Y-01730,PR25Y-01302,DEP20,KALIKA ROLLING,IR25Y-01172,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,6,35,210
18796,2025-10-28 00:00:00,CDI02,"Taylor, Leach and Baker",C0024,General Tool,S0M061191,Tap set 2,NOS,Revenue,GR25Y-01740,PR25Y-01479,DEP16,"Pharmacist, community",IR25Y-01327,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,1,5790,5790
18851,2025-10-29 00:00:00,CNE07,Stewart-Marshall,C0039,Bearing,S0M210792,Bearing 2,NOS,Revenue,GR25Y-01758,PR25Y-01455,DEP20,KALIKA ROLLING,IR25Y-01335,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,9277,9277
18857,2025-10-29 00:00:00,CSHB4,"Miller, Hernandez and Turner",C0019,Daily Consumable,S0M010068,Wheel - F,NOS,Revenue,GR25Y-01749,PR25Y-01202,DEP20,KALIKA ROLLING,IR25Y-01072,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,0,0
18809,2025-10-28 00:00:00,CSK06,Hayes-Bowers,C0039,Bearing,S0M210098,Bearing 3,NOS,Revenue,GR25Y-01748,PR25Y-01525,DEP20,KALIKA ROLLING,IR25Y-01394,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,50,1224.72,61236
18808,2025-10-28 00:00:00,CSK06,Hayes-Bowers,C0039,Bearing,S0M211003,Bearing 6,NOS,Revenue,GR25Y-01748,PR25Y-01525,DEP20,KALIKA ROLLING,IR25Y-01394,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,3,3124.44,9373.32
18897,2025-10-30 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170330,Spring Wa,NOS,Revenue,GR25Y-01767,PR25Y-01478,DEP34,Chartered loss adjuster,IR25Y-01332,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,.6,60
18902,2025-10-30 00:00:00,CEN01,Newman and Sons,C0071,Hex Nut Bolt W,S0M170318,Spring Wa,NOS,Revenue,GR25Y-01767,PR25Y-01478,DEP34,Chartered loss adjuster,IR25Y-01332,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,100,.8,80
18892,2025-10-30 00:00:00,CAN08,Johnson-Holder,C0068,HYD & PNUMATIC CYLIN,S0M180053,Piston fo,NOS,Capital,GR25Y-01764,PR25Y-01007,DEP26,"Surveyor, building",IR25Y-00912,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,0,0
18896,2025-10-30 00:00:00,CAN08,Johnson-Holder,C0068,HYD & PNUMATIC CYLIN,S0H090110,Bush for,NOS,Revenue,GR25Y-01764,PR25Y-01007,DEP26,"Surveyor, building",IR25Y-00912,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,0,0
18894,2025-10-30 00:00:00,CAN08,Johnson-Holder,C0068,HYD & PNUMATIC CYLIN,S0H090108,Bush for,NOS,Revenue,GR25Y-01764,PR25Y-01007,DEP26,"Surveyor, building",IR25Y-00912,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,0,0
18895,2025-10-30 00:00:00,CAN08,Johnson-Holder,C0068,HYD & PNUMATIC CYLIN,S0H090109,Bush for,NOS,Revenue,GR25Y-01764,PR25Y-01007,DEP26,"Surveyor, building",IR25Y-00912,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,0,0
18893,2025-10-30 00:00:00,CAN08,Johnson-Holder,C0068,HYD & PNUMATIC CYLIN,S0M180052,Piston fo,NOS,Capital,GR25Y-01764,PR25Y-01007,DEP26,"Surveyor, building",IR25Y-00912,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,2,0,0
18914,2025-10-30 00:00:00,CSH25,Maxwell and Sons,C0070,Ms Nut Bolt W,S0M170264,MS Bolt 5,KGS,Revenue,GR25Y-01762,PR25Y-01535,DEP20,KALIKA ROLLING,IR25Y-01397,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,20,62.5,1250
18915,2025-10-30 00:00:00,CSH25,Maxwell and Sons,C0070,Ms Nut Bolt W,S0M170266,MS Bolt 5,KGS,Revenue,GR25Y-01762,PR25Y-01535,DEP20,KALIKA ROLLING,IR25Y-01397,INR,      1.00000,MAN20,Project Down-sized asymmetric frame,INDIAN RUP,20,62.5,1250
